A13,A14,A15,A16,A17,A18,A19,A20,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A1,A2,A6,A3,A4,A5,A7,A9,A10,A11,A12,A32,A33,A34,A35,A8,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80,A81,A82,A83,A84,Bankrupt?
12040037,1085883,1837735,2923618,9116419,5171752,4125372,70650,0,0,0,64094,64094,-32945,-30580,31149,9917,41066,12040037,1152945,10887092,1015432,28277,0,251776,11566,0,0,9745342,256023,23551,693278,1085987426,8864643,1.061758035,1.061758035,0.935121003,2.095945062,0.242824669,0.888899096,3.118197726,0.329806626,4.118197726,0.024525888,0.953482281,1.028402272,0.941834172,0,0,0,0,0,0,0,0.003101766,0.003508436,0.005475812,0.035618351,3.550579284,0.00450462,1.560755856,0,0,0,0,603472,6.234427507,0,2.187309108,0.641845169,0,0,-0.51096584,2.012561566,0.05894674,-0.607684633,-0.621863519,-0.35159688,0,-0.35159688,3.78E-05,-0.001630473,0.00055569,0
15280746,927617,6825406,7753023,7527723,3015828,1353313,6377175,1513578,-645425,868153,-595767,272386,-19530,-48905,252856,-15652,237204,15280746,3156298,12124448,1245017,1743589,9229,9811954,78851,0,0,0,642631,-9103,-188002,2460,-2284231,3.40258749,3.392638341,1.34216708,5.56969635,0.507372022,0.297182808,0.970940367,-3.394150154,1.970940367,0.552415837,-0.52281009,3.295517397,0.293893986,0.573576651,1.151965079,0.010630615,73.38127452,0.69578824,0.304272701,0.090826156,0.231622364,0.015850959,0.018201967,0.0751526,3.008256078,0.031510724,1.14831959,0.426423349,86.26902611,39.3614997,3.231085547,293067,2.709191245,0.424577392,4.294327968,1.884384001,80.75217785,286.3617092,0.153503705,2.031908402,0.043157796,-0.411327061,-0.391099212,-0.350721418,-0.110287486,0.132343241,96.42439024,-1868.587398,119.1329268,0
19465836,15242872,1342649,16585521,2880315,1953080,1911578,0,2103136,-3163830,-1060694,-111631,19347,0,0,-1152978,38732,-685091,19465836,13592243,5873593,96830,0,0,60120,67229,0,0,175135,-565212,912788,-270870,1255286531,2820195,0.891711418,0.891711418,0.006352477,0,0.852032299,0.213853851,0.173664427,5.880983762,1.173664427,0,0.729739863,1.021317675,1.121439044,0.504339234,0,0,0,0.207561278,0.087774696,0.063382088,0,0.037173099,0.00104977,-0.050403087,-10.1904089,0.237852804,-0.028240044,1.504339234,153.9001282,5.307835537,0,515343,0.825017406,-0.268747242,3.066845392,-402.754557,-15.62237104,-8.632145697,1.298317518,2.017554155,0.119133469,1.360666644,-2.723499371,-0.84119675,-4.928961951,1.298317518,-0.000545765,-0.002384538,0.000410538,0
97929,15216,10303,25519,72410,34200,9555,2631,14784,-11405,3379,13129,16508,62,-1164,16570,60,16630,97929,46712,51217,4010,10402,0,564,1215,0,0,24800,6211,-5213,-739,883911,71846,3.069926393,3.069926393,0.263538381,14.18213058,0.260586752,0.83886285,2.837493632,0.355190268,3.837493632,0.222683679,1.642006628,1.007850124,0.325740709,0.2285579,0.703598485,0,0,0.749539958,0.085587639,0.359573838,0.143654191,0.193856735,0.192434575,0.356011303,13.6872428,0.229664411,0.99266386,0.7714421,4.193722944,88.80546537,7.873376623,-14130,0.37348166,0.420116342,7.240193507,1.35750307,32.70253653,-1739.977613,-1.037541061,2.490964919,0.329816271,11.21045184,16.09146968,17.63205418,-0.302436003,-1.122827016,0.018814111,0.023976396,-0.015985772,0
2811388,5136200,645754,5781954,-2970566,208714,19528,524151,293897,-332742,-38845,-52924,-91769,-3567,-5845,-95336,0,-95336,2811388,2556689,254699,55,654207,159244,12890,194439,0,0,0,17493,-17490,0,23634127,-2983456,0.497778319,0.466774074,1.07E-05,-15.70042772,2.056619008,-0.831511695,-0.51376507,-1.938005454,0.48623493,0.255880555,-13.07145924,0.995679507,2.008926389,0.132172156,2.225973725,4.099472262,2.023036726,0.064783692,0.01606389,5.005509075,0.220229747,0.035829435,-0.034488875,-0.037288853,-0.490313157,0.032093547,0.962584963,1.132172156,133.2136769,18.00766935,1.988791992,211207,-0.183487874,0.059520853,0.657426689,-0.983201444,-14.27078384,32.20850679,0.398358448,2.089432864,0.119954427,4.191688808,4.548597369,5.085073934,-2.015369736,0.414722185,-0.004033828,-0.136466433,0.008936526,1
21619215,6496152,11429313,17925465,3693750,1921843,1258151,953398,11827893,-11548972,278921,-602476,-323555,-59221,-584821,-382776,49925,-332851,21619215,6757373,14861842,873846,1206319,1831554,636993,1522248,0,0,5987676,-35456,-38019,-96466,0,3056757,1.040211651,0.758267202,0.134517481,-0.553254757,0.829145045,0.670055319,0.2060616,5.864210011,1.2060616,0.17851893,0.961246153,1.208388498,0.961342818,0.02358163,0.10198934,6.566569029,6.648323336,1.777817391,0.043171834,5.457631372,0.326583824,0.015813686,-0.015372034,-0.049257456,-0.218657538,0.090111946,0.972071588,0.97641837,107.2578523,5.093688284,4.944422477,154212,0.106522138,-0.00299766,0.168450759,6.924190481,1.534324831,5.89831744,-0.319450637,2.016160293,0.055761827,0.268391654,-2.203000535,-1.678977112,-0.573064854,-0.339691321,0,0,0,0
217412,24974,10019,34993,182419,177000,3024,5133,29887,-23332,6555,-5344,1211,127,-173,1338,-438,517,217412,106645,110767,30118,28721,34967,1634,64525,-95194,-5504,35754,3287,309,-277,303414,180785,4.270241051,2.870104909,1.205974213,7,0.160952477,0.877614851,5.213014031,0.193561413,6.213014031,0.269314079,1.533012265,1.00903836,0.234178818,0.219326128,0.960986382,5.33440122,0.723966737,0.934251622,0.061741477,9.843630816,0.157445222,0.002328902,0.005455127,0.00484786,0.008012398,0.002834135,2.342359768,0.780673872,97.99243818,17.88068391,0.57884699,103428,6.357833656,0.109980928,1.480677319,1.316816958,6.597157577,132.3142877,0.004211919,1.925391047,-0.04043712,2.369026568,-4.379084967,-0.49499583,-0.218340091,0.005751964,0.001703942,0.236152584,0.340880777,0
30424904,3292626,8236524,11529150,18895754,9753953,9607307,3248082,2585462,-344387,2241075,-602144,1638931,-485101,-571019,1153830,-130694,1023136,30424904,8421073,22003831,62341,1451264,81234,126643,0,0,0,5990426,37773,278015,-254759,34494,18769111,2.557555277,2.532883783,0.01893352,2.870186456,0.378937925,0.887616112,1.63895465,0.614261911,2.63895465,0.172337183,0.969415782,1.006747416,0.390998392,0.866798661,0.561317088,0.036247783,4.331176467,0.104593416,0.305793926,0,0.076803709,0.034637923,0.055485455,0.121497106,0,0.054146344,1.601870133,0.133201339,63.75046317,23.28960936,22.08576262,-1167263,0.036918846,0.014609768,0.127879214,1.133564266,1.551700719,0.392778387,0.345791956,2.058009141,0.061908464,0.469195238,0.569578464,-37.83322096,2.250162793,-0.139307577,29.66127442,-90.10485882,-33.83959529,0
408051960,54522001,166570871,221092872,186959088,77300000,24574413,76832572,24854730,-9942017,14912713,-4775629,10137084,-3689965,-4068934,6447119,-1158719,5288400,408051960,45862706,362189254,9946922,25592491,6039684,16175790,0,0,0,178547045,9296777,-7288006,-1846896,5130801424,170783298,0.841177968,0.730402796,0.182438682,2.491336552,0.541825291,0.826743165,0.845613367,1.294581347,1.845613367,0.558024008,1.676410131,1.094715292,1.188809073,0.599994971,1.029682922,0.405002363,1.751874425,0.182348718,0.351036324,0,0.136888189,0.013893334,0.026631475,0.115309376,0,0.028286402,1.916852734,0.400005029,80.24749816,19.21416567,16.37086382,-16277446,1.757956471,0.374044578,2.44238766,1.388102475,1.54541521,-57.30588857,-0.02561638,2.189857617,0.155188844,10.89021322,-14.76628245,1.996622066,0.39821453,-0.101465365,0.001030716,-0.034152592,-0.003172496,0
43140413,428084,12660707,13088791,30051622,19249181,5422996,230197,424060,-401222,22838,943172,966010,-567167,-584410,398843,-83571,315272,43140413,3730072,39410341,20043,276587,688972,21037,1140387,0,0,35059150,543684,-82652,-466324,1009934687,30030585,8.713411387,7.103979593,0.04682025,1.652966239,0.303399761,0.989589321,2.295981501,0.435848686,3.295981501,0.074150579,1.21718424,1.000700519,0.114765613,0.053855586,0.652235533,30.16779052,0.615764046,0.937250633,0.006584773,49.93375077,0.00920373,0.007765627,0.023794289,0.084521693,0.276460535,0.010491014,3.064052628,0.946144414,29.72008678,222.4147526,137.8130453,-2531200,1.724491867,1.282092157,1.339175994,0.592702464,1.769936693,0.313927511,-0.912059235,2.138389594,0.133592044,-0.234733792,-0.146841301,1.042433981,-0.827897513,-2.673878599,0.000312171,-0.009266658,-0.002506301,0
1115497421,35868800,0,35868800,1079628621,1052340082,9945254,0,0,0,0,-1675046,-1675046,7250,-8228,-1667796,0,-1667796,1115497421,63025909,1052471512,1822634,0,0,0,0,0,0,1052471512,-6416381,0,0,93368726,1079628621,1.757123433,1.757123433,0.050813911,-203.5787555,0.032154982,0.967845018,30.09937943,0.033223276,31.09937943,0,1.01632639,1,0.569111982,0,0,0,0,0,0,0,0,0.001501488,-0.001508015,-0.02646207,0,0.001544787,1.004347054,0,0,0,0,3679334,3.847221723,0,0.577655674,1.028751239,0,0,-1.013385548,1.956319276,0.008562537,-0.986613516,-1.013262465,-1.013320118,0,-1.013320118,-0.017862469,0.290858729,0.039406492,0
3544298,1282812,1186386,2469198,1075100,644460,386759,245688,699458,-461171,238287,-103059,135228,-22184,-30760,113044,-39021,74023,3544298,926636,2617662,84731,612647,3924,2226616,0,0,0,380,305167,-67410,210257,438080,-1151516,0.722347468,0.719288563,0.066050988,4.396228869,0.696667718,0.009838338,0.435404532,-2.144301946,1.435404532,0.661151736,-1.116655143,0.933638786,1.38437531,0.340673779,0.875888188,0.016467537,130.7174036,0.359500067,0.305852197,0,0.569851177,0.021804109,0.039832567,0.079883579,0,0.0688522,1.826837605,0.659326221,90.64318372,14.73412271,4.397690783,144184,4.122597031,0.436290671,8.988955674,2.755892413,0.126607082,0.598452212,-0.345117022,2.08406594,0.092057582,-0.318016716,-0.196964601,-0.170151269,-0.041669348,-0.358572975,0.168971421,-3.521187911,0.3291271,0
2696616,621499,674098,1295597,1401019,699002,571000,16047,277923,-145465,132458,-89362,43096,8379,-8235,51475,-31606,19869,2696616,711135,1985481,472581,121462,60458,279580,863054,0,0,527732,148128,92805,-55346,52614446,1121439,1.144225494,1.046947783,0.760388995,5.233272617,0.480452908,0.665848233,1.081369438,1.155298683,2.081369438,0.1708002,0.883021444,1.249304688,0.873953609,0.476599634,0.437034718,0.456431473,2.956816034,0.234055083,0.200388499,6.515680442,0.08669547,0.007461849,0.016184802,0.027939843,0.023021734,0.014181821,2.169006996,0.523400366,98.8288123,32.15351014,2.963050917,220114,7.455231768,0.532982157,5.562981059,2.298976197,0.930198157,28.45340054,-0.112309816,1.989354477,0.025768447,0.987685372,0.890485252,1.890796888,0.029111731,-0.077594165,0.000377634,-0.011108394,0.004183528,0
238249,72693,0,0,123747,82028,9000,0,2296,-606,1690,-2020,-330,0,0,-330,-75,-418,238249,53842,184407,0,0,0,0,0,0,0,0,39955,-39035,-832,408485,238249,0.740676544,0.740676544,0,0,0.305113558,0.694886442,2.277468257,0,3.277468257,0,2.617315551,0.51940197,1.350117009,0.736062718,0,0,0,0.008336429,0.030521943,0,0,0.002013555,-0.001589649,-0.007763456,0,0.00337786,0.789473684,0.263937282,117.6393728,87.97909408,0,-21357,-95.5861244,17.40200348,19.24679541,1.925291118,1.286971281,11.33678161,0.210138249,2.341275794,0.346518817,0.094035411,-2.1,-1.509259259,-0.238395674,0.210138249,-0.001023293,-0.046148573,-0.052283438,0
27362000,6025000,11524000,17549000,9813000,6353000,5103000,5489000,14642000,-14072000,570000,-307000,263000,68000,-23000,331000,-143000,188000,27362000,13793000,13569000,5104000,3891000,2321000,544000,0,0,0,361000,1543000,-179000,1626000,1164958126,9269000,2.289294606,1.90406639,0.847136929,11.43478261,0.641363935,0.75992252,0.559177161,1.893300248,1.559177161,0.282099616,0.80909567,1.058690258,0.436815776,0.038929108,0.265742385,4.071929825,4.928033619,2.33560166,0.044119354,0,0.396514827,0.007108691,0.009944605,0.013630102,0,0.019158259,1.39893617,0.961070892,99.3375222,2.0967081,0.157082366,523000,8.207446809,0.105381778,5.834420434,3.509282131,1.431861612,0.976888344,-0.394084732,2.065752797,0.071716737,-0.443902972,-0.377483444,-0.143322476,-0.553291536,-0.389582272,0.000161379,-0.00322415,0.000448943,0
11164,59,11095,11154,10,10,0,0,0,0,0,0,0,0,0,0,0,0,11164,7546,3618,12,6995,0,0,0,0,0,0,-10564,0,11105,0,10,127.8983051,127.8983051,0.203389831,0,0.999104264,0.994715156,0.000896539,1115.4,1.000896539,0.926981182,1,1,0.007818712,0,0,0,0,0,0,0,699.5,0,0,0,0,0,0,0,0,0,0,-10564,0,0,189.081797,0,0,0,0,1117.4,1115.4,0,0,0,0,0,0,0,0,0
1177712,92152,675291,767443,410269,0,373776,0,4661,-2466,2195,24638,26833,-8424,-8434,18409,2132,20541,1177712,13014,1164698,5799,6579,0,0,84145,0,0,1075707,-15197,95000,-74010,0,410269,0.141223196,0.141223196,0.06292864,3.181527152,0.651638941,0.921753366,0.534592146,1.870584909,1.534592146,0.505532503,1.097633342,1,7.080989703,0.470928985,1.411499678,0,0,0.026760135,0.297425474,38.33485194,0.01603582,0.017167895,0.022426665,1.578377132,0.244114326,0.050067151,1.306314201,0.529071015,340.4848745,528.5990131,180.9482944,-51677,-0.739837398,-3.260459129,1.270145072,1.96938835,0,0,0,1.971746217,-0.030883535,0,0,0,0,0,0,0,0,0
484005,0,0,0,484005,484005,0,0,0,0,0,0,0,0,0,0,0,0,484005,20001,464004,20001,0,0,0,0,0,0,453273,0,0,20000,4167897,484005,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-484004,0,0,0,0,0,0,0,937279,484004,0,0,0,0,0,0,0.004798823,-0.11612667,0
102549755,26531435,30174141,56705576,45844179,37605711,4936252,1559311,13968755,-10484091,3484664,-624466,2860198,-1190252,-1412184,1669946,-542343,1127603,102549755,29155894,73393861,13636496,10379308,0,13325701,1532242,0,0,51783240,8036311,-452423,-327882,0,32518478,1.098918849,1.098918849,0.513975064,2.025372048,0.552956718,0.611338555,0.808459806,1.743795512,1.808459806,0.355993474,0.764385931,1.409788582,0.909985302,0.249461316,0.743037443,0,0,0.395157329,0.12804576,0.439710113,0.226404054,0.011232815,0.028492364,0.038674959,0.735917042,0.024596427,2.536529257,0.750538684,93.51645154,4.470448512,10.10959101,5375940,7.126897498,0.575306174,8.005512074,1.306040838,0.470979992,-303.1395036,-0.211779138,2.054289824,0.04408553,34.94031936,37.14237391,1.101228105,-0.057707144,-0.236948615,0,0,0,0
268418,96372,64840,161212,107206,55915,24197,6423,114181,-80982,33199,-22873,10326,-1305,-2126,9021,-2620,6401,268418,204238,64180,408,72653,1584,6281,12011,0,0,23688,27223,-4340,22762,0,100925,2.119267007,2.102830698,0.004233595,4.857008467,0.600600556,0.617562906,0.665000124,1.597344563,1.665000124,0.355727142,1.259798782,1.062234332,0.47186126,0.290757657,0.636296757,0.04771228,37.22454608,0.840306313,0.187535835,0.361788006,0.677695278,0.027112082,0.043736817,0.031340887,0.532928149,0.059707479,1.61318544,0.709242343,95.11302231,20.03222953,1.861956017,25681,4.25292923,0.238419702,11.5305768,2.187334012,0.863880888,6.570549163,0.207884569,2.345650518,0.317259655,1.715189271,1.750752041,2.13383915,0.230184904,0.195618388,0,0,0,0
50,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,50,0,0,0,0,0,0,0,0,0,50,149647285,50,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34E-07,-3.34E-07,0
261666,74774,1815062,1889836,-1628170,551915,-2179830,36988,11813,-24170,-12357,-115224,-127581,-20243,-22186,-147824,0,-147824,261666,179182,82484,4647,18231,5328,0,0,0,0,0,-24147,-1574,-6854,0,-1628170,2.396314227,2.325059513,0.06214727,-5.750518345,7.222321586,0.714238762,-0.861540366,-1.160711719,0.138459634,0.101745711,1.000156642,1,0.417307542,1.046050961,1.543299755,0.431172615,5.233867475,0.323240699,0.06268977,0,0.011197234,0.452773553,-0.3907708,-0.824993582,0,0.090791502,0.863060126,2.046050961,1367.815119,975.3999831,187.8100398,152413,0.163349659,-2.044103953,7.396040559,-0.186211499,-6.500411877,-3.474987302,0.989974999,1.335458891,-0.331299115,1.537278409,1.845888763,5.231366611,3.452972973,2.052066912,0,0,0,0
59737861,17948392,45169699,63118091,-3380230,8043222,2088003,7635561,7270364,-6700180,570184,-1783926,-1213742,-2494031,-2752288,-3707773,1231810,-2475963,59737861,15959000,43778861,3878288,2794524,4758058,2509316,15127432,0,0,15207900,-9064,-717712,2215626,278047882,-5889546,0.889160433,0.624063816,0.21607997,-0.44099382,1.056584383,0.657542007,-0.053554059,-10.71697054,0.946445941,0.17510646,-0.581326148,0.573937278,1.124656432,0.078425784,0.384371952,8.344776423,1.306337076,0.373302522,0.035998078,26.53079006,0.826725992,0.044018389,-0.021578258,-0.155145247,-0.163673715,0.732483588,0.490210072,0.921574216,137.6077456,24.53695578,37.85626139,8244600,0.003660798,-0.001246705,0.016114242,-53.98712163,0.076007505,121.691001,0.126403933,2.121712334,0.132280367,41.65840865,-30.51615903,-2.685888585,-0.019060219,-0.055622516,-0.008904808,-0.169607805,0.029651727,0
1825676,277933,1344585,1622518,203158,1312019,63168,26988,149860,-133113,16747,-5432,11315,-30913,-24337,-19598,4820,-14778,1825676,864840,960836,48247,172668,17183,24284,187663,0,0,369062,62461,-79326,15668,100109944,178874,3.11168519,3.049860938,0.173592197,0.464929942,0.888721767,0.834462961,0.125211554,9.070731353,1.125211554,0.199653115,0.130072492,1.135760368,0.321369271,0.111750968,1.152195382,1.026034514,7.964400036,0.478939169,0.019521128,11.2057682,0.849919767,0.008360756,0.00640154,-0.017087554,-0.078747542,0.072741413,-0.765665178,0.888249032,105.4731082,3.624716402,16.23982384,175264,-4.226620652,0.416795676,3.533774416,-15.56492286,3.152627359,15.83950721,-0.063288227,2.058840558,0.068014655,1.38158242,-2.526652893,-0.72385601,-0.50289412,0.008869341,-0.000147618,-0.007568459,0.001750715,0
597324,201254,124661,325915,271409,40000,147058,9975,105662,-15573,90089,-30976,59113,-4111,-4541,55002,-20200,34802,597324,137060,460264,33301,40535,0,14144,0,0,0,392607,104475,-35527,-53470,77719799,257265,0.681029942,0.681029942,0.165467519,13.01761726,0.545625155,0.639395035,0.832760075,1.266845471,1.832760075,0.295746388,1.375322093,1.05497833,1.46836422,0.852614942,0.38362893,0,0,0.077379828,0.786542458,0,0.149350243,0.060594611,0.102923087,0.253917992,0,0.128227141,1.698551807,0.147385058,67.46985671,29.31612122,4.297666143,17681,3.001982645,0.988766065,18.19039718,2.047770117,0.056033865,3.096709458,0.116087033,2.030197166,0.083366736,-0.542753413,-0.336561374,-0.210890256,-0.006089959,0.066781254,0.000447788,-0.002429947,0.000227497,0
31740,1310,15881,17191,14549,45000,0,3836,0,0,0,4742,4742,0,0,4742,0,4742,31740,2873,28867,0,0,0,12,271,0,0,24488,-2854,2854,0,1808268,14537,2.193129771,2.193129771,0,0,0.541619408,0.958349086,0.846314932,1.182568618,1.846314932,0,0.323044444,1.00082548,0.45596937,0,0,0,0,0,0,0,0,0.155671914,0.155671914,1.650539506,17.49815498,0.325933054,1,0,0,0,0,-7328,-0.601855757,0,9.369203749,2.181593237,0,0,0.373696408,2.071208953,0.087619505,-0.047599446,0.373696408,0.373696408,0,0.373696408,0.002622399,-0.007918074,-0.004052497,0
2078473,519739,378971,898710,1179763,612412,567562,9210,16753,-20265,-3512,-70080,-73592,-7652,0,-81244,-3374,-84618,2078473,283656,1794817,183539,15246,1091,40936,91135,0,0,1394057,55034,-153829,260960,46716473,1138827,0.54576624,0.54366711,0.353136863,0,0.432389548,0.730246676,1.312729357,0.789154103,2.312729357,0.053748202,0.965128893,1.035945758,1.83228629,0.209634095,0.910045962,0.310649203,19.0819209,0.038990724,0.019332287,25.94960137,0.012922935,0.042763069,-0.037190902,-0.29831204,-0.928490701,0.071724575,0.869696755,1.209634095,559.416224,418.3131379,0,158205,-0.650381715,3.285023578,2.781231815,1.944958357,4.277249213,24.95394484,6.849261512,2.019480467,0.106127339,8.583632041,-9.818049187,-5.568094351,-1.68286992,6.849261512,-0.00181131,-0.013165677,0.003386493,0
259957,65707,1128294,1194001,-934044,41000,0,180239,1366,-276,1090,-16067,-14977,-6553,-7624,-21530,0,-21530,259957,12642,247315,148,198,0,94,51984,0,0,0,50,0,0,6048758,-934138,0.192399592,0.192399592,0.002252424,-1.964454355,4.593071162,0.746877368,-0.782280752,-1.278184808,0.217719248,0.015662079,-22.78385366,0.999899372,5.197516216,0.79795022,0.144948755,0,0,0.004200466,0.139252635,47.69174312,0.000211981,0.080311548,-0.055867443,-1.703053314,-0.414165897,0.023050306,0.695633999,0.20204978,1754.538799,1176.207906,558.1259151,30349,-0.002322341,0.036603221,0.018651079,-0.400086025,1.160765161,7.424256534,0.437042811,1.903361838,-0.058825872,0.697490122,0.754400261,3.73506165,0.117948718,2.711787418,-0.003559408,-0.195306045,0.005017394,1
