Bankrupt?,Tobin's Q,EPS,Liquidity,Profitability,Productivity,Leverage Ratio,Asset Turnover,Operational Margin,Return on Equity,Market Book Ratio,Assets Growth,Sales Growth,Employee Growth
0,1.65,-0.4,-0.55,-3.92,-0.19,1.17,0.87,-0.22,-0.2,312.23,0.016159364,-0.068759626,-0.022415371
0,2.51,-1.61,-1.42,-3.92,-1.11,-1.68,0.82,-1.36,-2.01,-13.01,5.138343705,70.96559633,8.692307692
0,2.16,-1.67,0.49,-3.92,-0.08,0.42,0.95,-0.08,-0.12,32.85,0.461563335,0.074580082,-0.10982659
0,2.33,0.03,0.16,-3.93,-0.44,-1.87,0.2,-2.2,0.01,-103.89,0.087089669,0.052408862,0.030612245
0,1.53,-0.2,-0.13,-3.93,-0.04,0.73,1.56,-0.03,-0.55,26.79,-0.328338392,-0.073252688,-0.276315789
0,1.42,-4.86,-0.18,-3.93,-0.62,0.14,0.81,-0.77,-0.98,15.44,-0.279923117,0.004111743,-0.095354523
0,2.740372991,-2.232414381,0.604798276,-3.931774519,-0.931212221,2.301804889,1.190478422,-0.782216799,-0.756750638,133.4993569,-0.581737648,-0.490882129,-0.410958904
0,3.78,0.07,0.07,-3.94,0.08,0.78,1.96,0.04,0.01,203.91,-0.01330839,0.194023814,0.153846154
0,14.55,-0.01,-1.12,-3.94,-0.48,-2.7,0.2,-2.43,-0.04,-3929.19,-0.31542667,-0.306845966,0
0,17.67,-0.02,-1.45,-3.94,-2.96,-2.47,0.03,-97.14,-0.22,-1850.94,-0.411764706,-0.674418605,0
0,2.27,-0.02,-1.52,-3.94,-0.92,-0.5,0.21,-4.45,-3.64,-108.72,1.963449457,2.890909091,9.285714286
0,7.26,-0.25,0.21,-3.94,-0.15,0.21,0.56,-0.26,-0.04,905.59,0.440234832,0.156236513,0.076923077
0,1.1,-0.39,-0.04,-3.94,-0.31,10.8,0.78,-0.39,-3.69,214.12,-0.176454659,-0.025817996,-0.214723926
0,1.11,-0.48,-0.04,-3.94,0.01,2.4,1.36,0.01,-0.11,1.83,-0.100652748,-0.267123288,-0.305882353
0,5.33,-0.69,0.04,-3.94,-0.67,22.22,0.42,-1.59,-0.22,679.42,-0.231325814,-0.267208413,0
0,2.85,-1.01,0.66,-3.94,-0.51,-2.81,0.11,-4.84,-0.5,-143.69,-0.24442711,-0.539378925,0.051282051
0,2.78,-1.63,0.46,-3.94,-0.69,1.7,0.01,-114.79,-0.34,120562.87,-0.217251124,-0.108910891,-0.373626374
0,1.69,-0.03,-0.43,-3.95,-0.16,0.31,0.06,-2.76,-0.18,3114.17,0.003692957,0.013432836,0.333333333
0,5.99,-0.06,-0.12,-3.95,-0.06,-1.82,3.21,-0.02,-0.12,-533.59,0.450088253,0.110108894,-0.053191489
0,1.18,-0.19,0.32,-3.95,-0.05,0.09,0.82,-0.06,-0.04,13.74,0.063382606,-0.084180822,0.115107914
0,1.74,-0.45,-0.17,-3.95,-0.3,2.1,0.3,-0.99,-0.63,314.74,-0.481223143,-0.008847837,-0.342105263
0,3.53,-1.69,0.75,-3.95,-1.01,-0.12,0.01,-86.78,-0.35,-4.98,-0.404634445,0.221579961,0.108695652
0,1.01,-2.93,0.14,-3.95,-0.15,0.11,0.31,-0.48,-0.93,10.11,-0.059460109,0.217620924,-0.213483146
0,5.55,-3.16,0.52,-3.95,-1.11,0.11,0.94,-1.19,-0.68,1871.9,-0.051073986,2.345547614,-0.096036585
0,0.72,0.12,-0.01,-3.96,-0.07,0.03,0.18,-0.37,0.13,5.83,0.073741298,-0.246418338,-0.814814815
0,1.59,0.06,0.48,-3.96,0.53,0.31,1.61,0.33,0.39,12.15,0.539235412,0.892473118,0
0,13.77,-0.11,0.84,-3.96,-0.28,0.01,0.02,-12.52,-0.01,198.55,2.000733407,0.028089888,0.8
0,2.94,-0.17,0.64,-3.96,-0.3,0.04,0.46,-0.67,-0.1,91.05,0.170555912,0.128513453,0.018867925
0,7.94,-0.59,0.72,-3.96,-0.58,0.01,0.03,-18.14,-0.07,704.91,-0.013312356,9.55465587,0.14
0,2.19,-0.74,0.51,-3.96,-0.36,0.11,1.31,-0.28,-0.22,18.11,0.084477951,0.203508772,0.138888889
0,2.85,-0.88,0.14,-3.96,-0.09,2.02,0.16,-0.57,-0.32,-3312.71,-0.010561064,1.118427175,0.627118644
0,1.37,0.17,0.59,-3.97,0.05,0.19,0.93,0.06,0.06,26.44,0.25064971,0.253573335,0.052631579
0,4.64,-0.07,-0.25,-3.97,-0.49,-1.22,0.01,-42.78,-0.42,-271.29,-0.164877772,-0.046728972,-0.25
0,4.29,-0.44,0.9,-3.97,-0.43,0.01,0.04,-10.39,-0.11,279.81,3.990145673,-9.285714286,0.023255814
0,2.96,-1.79,0.45,-3.97,-1.1,0.02,0.49,-2.22,-0.34,70.15,-0.403070946,0.479000186,-0.065789474
0,3.389328622,-16.4766956,-0.188339223,-3.97,-0.191378092,-0.174816293,0.181060071,-1.056986729,-5.492231865,-0.474428251,5.365272155,4.80952381,3.75
0,3.6,0.12,-0.04,-3.98,-0.12,0.03,0.14,-0.87,0.1,55.03,0.824465167,1.346733668,-0.553191489
0,1.86,0.01,-0.1,-3.98,0.02,1.07,0.65,0.03,0.02,66.92,-0.101005188,0.394523718,-0.363636364
0,4.05,-0.02,0.17,-3.98,-0.14,0.12,0.81,-0.18,-0.02,85.17,0.101497181,0.748473282,0
0,2.01,-0.03,-0.47,-3.98,0.09,-1.47,2.05,0.04,-6.13,-24.05,-0.262850089,0.152741091,0.003502627
0,4.36,-0.2,0.38,-3.98,-0.32,0.31,1.98,-0.16,-0.08,121.77,0.313245997,0.652826691,-0.0625
0,0.81,-0.3,0.19,-3.98,-0.34,0.46,0.43,-0.79,-1.17,5.05,-0.178119002,-0.074061662,-0.277777778
0,6.94,-1.5,0.04,-3.98,-1.43,-23.62,0.3,-4.78,-0.26,-10560.24,-0.498210961,-0.79179348,0.142857143
0,1.02,0.45,-0.29,-3.99,0.14,1.55,0.98,0.15,0.29,1.07,-0.136147757,-0.322488945,-0.108695652
0,1.67,-0.05,0.42,-3.99,-0.08,0.8,1.07,-0.08,-0.16,976.43,0.056195184,0.181294533,0.051282051
0,21.11,-0.07,-0.06,-3.99,-1.52,2.11,0.12,-12.85,-0.08,6081.67,-0.456150677,1.071090047,1.75
0,2.49,-0.1,-0.1,-3.99,-0.29,0.3,0.56,-0.52,-0.12,41.08,0.085623679,-0.19421023,-0.1
0,4.66,-0.16,0.47,-3.99,0.07,-2.18,0.13,0.59,-0.02,-405.27,-0.187062689,5.397367485,0.3
0,1.9,-0.27,0.04,-3.99,-0.25,0.16,0.11,-2.32,-0.25,190.32,-0.251793196,-0.613907327,-0.049295775
0,0.85,-0.41,0.35,-3.99,-0.13,0.48,0.8,-0.16,-1.14,10.55,-0.075682938,-0.338819448,-0.024193548
0,1.44,-0.55,0.56,-3.99,-0.15,0.38,0.54,-0.27,-0.33,76.62,-0.324909543,-0.550487465,-0.447916667
0,1.5,-0.62,0.69,-3.99,-0.37,0.01,0.04,-9.3,-0.23,29.22,0.533768274,-0.58545354,-0.117647059
0,5.64,-1.04,0.02,-3.99,-0.47,0.06,0.95,-0.5,-0.44,651.23,0.593400745,-0.148518934,0.035294118
0,4.25,-1.39,0.37,-3.99,-0.25,-2.95,0.34,-0.73,-0.12,-1713.37,-0.127087728,0.834205762,0.027713626
0,0.96,-2.36,0.81,-3.99,-0.86,0.07,0.43,-2.03,-1.07,34.34,-0.543819623,0,-0.525423729
0,1.56,0.55,0.43,-4,0.14,0.08,0.49,0.28,0.08,20.59,0.626834155,0.131562645,6
0,9.09,-0.06,0.04,-4,-0.12,0.11,1.43,-0.09,-0.02,817.38,0.902785464,0.151464272,0.379310345
0,3.95,-0.32,0.13,-4,-0.35,0.6,1.82,-0.19,-0.11,417.44,-0.029243424,-0.035335145,0.00456621
0,6.22,-0.48,0.65,-4,-0.93,0.01,0.06,-16.56,-0.15,316.09,0.838566111,3.519572954,0.108695652
0,4.27,-0.01,0.19,-4.01,-0.16,1.09,0.83,-0.2,-0.05,317.7,-0.047182176,-0.001658375,0.111111111
0,1.38,-0.05,0.37,-4.01,-0.12,0.23,0.96,-0.13,-0.18,315.4,0.008004887,0.108920396,-0.025
0,1.7,-0.09,-1.15,-4.01,-0.41,-1.79,0.1,-4.18,-1.53,-129.89,-0.173614857,-0.856093879,-0.923076923
0,1.69,-0.13,-0.1,-4.01,-0.66,96.17,0.03,-23.75,-1.04,332.33,-0.049071618,-0.95584989,0
0,2.92,-0.32,0.58,-4.01,-0.84,0.02,0.05,-15.37,-0.31,413.1,0.183225987,-0.436921578,0.151515152
0,4.08,-0.41,0.49,-4.01,-0.76,0.02,0.49,-1.54,-0.2,549.02,0.13879884,0.099793952,0.049382716
0,2.32,-0.02,-0.29,-4.02,-0.15,0.25,0.05,-3.01,-0.09,155.85,-0.018446781,1.673267327,0.333333333
0,1.98,-0.24,0.59,-4.02,-0.09,14.22,1.33,-0.07,-0.62,335.68,-0.132881147,-0.118257996,-0.210526316
0,9.16,-0.31,0.67,-4.02,-0.4,0.02,0.52,-0.78,-0.08,542.31,1.297788698,-0.143800873,0.047619048
0,5.46,-0.94,0.49,-4.02,-2.23,0.09,0.47,-4.72,-0.43,876.51,-0.578088098,40.0565371,0.771428571
0,2.59,-0.05,0.42,-4.03,-0.44,0.67,0.8,-0.56,-0.27,67.7,-0.329101067,0.490084986,-0.454545455
0,0.82,-0.19,0.12,-4.03,-0.08,1.03,2.79,-0.03,-1.47,32.37,0.144165993,0.172706016,0.529032258
0,52,-0.25,-0.53,-4.03,-1.6,-2.37,0.53,-3.03,-0.05,-2786.5,0.43598234,5.207207207,0.210526316
0,11.81,-0.4,-1.18,-4.03,-1.87,-1.81,0.72,-2.61,-0.35,-109.39,62.42857143,0,2
0,0.99,-0.41,0,-4.03,-1.44,0.14,0.51,-2.81,-3.39,59.55,-0.675848659,-0.552944589,0
0,1.29,-0.52,0.57,-4.03,-0.14,0.43,1.05,-0.14,-0.23,178.37,-0.108839575,-0.126883294,-0.047140649
0,1.01,-1.01,0.28,-4.03,-0.16,0.46,1.5,-0.11,-0.36,7.34,0.259342073,0.280358293,0.16025641
0,0.91,-2.43,0.1,-4.03,-0.31,1.32,0.36,-0.87,-2.19,7.3,1.559641256,19.21311475,2.117647059
0,2.364906225,-0.0912613,-0.469398476,-4.039138429,-0.418439716,-1.616968699,1.980036774,-0.211329265,-0.291569649,-1.80555997,-0.471836848,-0.516143527,-0.546875
0,21.84,-0.03,-1.26,-4.04,-0.68,-0.17,0.84,-0.81,-0.19,-14819.47,3.501172791,2.348725017,1.5
0,1.75,-0.26,-0.67,-4.04,-0.41,-4.29,1.4,-0.29,-2.1,-567.91,-0.184395664,0.244928253,-0.518134715
0,7.36,-0.57,-0.99,-4.04,-1.63,-1.39,0.68,-2.4,-0.4,-192.37,230.5833333,0,0
0,0.87,-0.89,0.09,-4.04,-0.2,0.31,0.52,-0.38,-2.38,41.79,-0.535099933,-0.737161711,-0.343173432
0,1.25,-1,0.06,-4.04,-0.11,0.6,0.71,-0.15,-0.24,131.09,-0.083040199,-0.117427219,-0.095930233
0,3.53,-1.53,0.68,-4.04,-0.25,5.64,1.01,-0.25,-0.24,820.21,-0.443343242,-0.151383249,-0.321063395
0,2.5,-0.01,-1.07,-4.05,-0.35,-1.08,0.06,-5.56,-0.42,-115.84,0.170098957,-0.861208188,-0.75
0,6.76,-0.23,0.12,-4.05,-0.56,0.06,0.72,-0.78,-0.09,927.16,0.151328298,-0.132775506,0.363636364
0,5.52,-0.41,0.51,-4.05,-0.04,6.99,0.45,-0.08,-0.03,7345.06,0.016325798,0.34774142,-0.015730337
0,1.76,-0.53,0.34,-4.05,-0.74,0.64,0.89,-0.83,-0.62,45.5,-0.13645411,0.435900963,0.244186047
0,3.64,-0.59,-0.51,-4.05,-0.24,-87.75,1.69,-0.14,-0.18,-1829.89,-0.206305859,0.031118748,-0.058823529
0,7.893681867,-0.395758418,-2.294301971,-4.058217201,-1.865011957,-1.663733383,0.153211841,-12.17276642,-0.36644298,-263.8683327,-0.5887898,-0.19287576,-0.1
0,2.91,0.1,-0.06,-4.06,0.07,0.01,2.45,0.03,0.04,146.39,0.122075995,0.4201496,0.188679245
0,3.15,0.09,-0.82,-4.06,-0.15,-1.74,2.41,-0.06,0.17,-188.92,-0.129303516,-0.148575104,-0.063492063
0,5.5,-0.03,0.14,-4.06,-0.7,-1.44,0.65,-1.07,-0.42,-253.52,-0.312972973,-0.143485005,-0.315789474
0,0.79,-0.08,-0.15,-4.06,-0.19,0.61,1.77,-0.11,-1.52,5.69,-0.203606853,-0.041428484,0.071428571
0,1.87,-0.12,-0.09,-4.06,-0.19,0.52,0.55,-0.34,-0.15,-195.77,0.055818182,0.030450719,-0.081481481
0,7.84,-0.14,0.26,-4.06,-0.69,6.38,0.1,-6.79,-0.17,7132.77,-0.268218255,1.587301587,0.022727273
0,0.9,-0.55,0.13,-4.06,-0.13,0.01,1.75,-0.07,-0.55,25.29,-0.287723853,-0.05507705,-0.293478261
0,3.37,-2.66,-0.06,-4.06,-1.06,-1.13,0.26,-4.04,-0.85,-98.68,-0.417115841,-0.13281033,-0.080310881
0,2.8,-0.03,-0.15,-4.07,-0.31,0.7,1.29,-0.24,-0.19,1493.75,-0.235687956,0.297238444,0.4625
0,3.33,-0.3,-0.16,-4.07,-0.45,0.39,0.56,-0.8,-0.17,-288.13,-0.080747937,3.831095544,0.516853933
0,1.7,-0.41,-0.16,-4.07,-0.11,-1.51,3.09,-0.04,-3.75,-5.17,-0.293790169,0.188527017,-0.237442922
0,7.82,-0.5,-0.14,-4.07,-0.54,-0.31,1.7,-0.32,-0.32,-669.37,-0.517074362,-0.235795455,0.42384106
0,6.45,-2.43,-0.16,-4.07,-0.84,-0.01,1,-0.83,-0.23,-18.66,-0.037080097,-0.517759293,0.483221477
0,5.6,1.32,0.45,-4.08,0.52,-2.47,0.59,0.88,0.09,-606.66,-0.030762858,0.626253098,-0.142857143
0,1.71,0.11,0.13,-4.08,0.05,0.15,1.61,0.03,0.02,63.48,0.188974897,0.103410998,0.066666667
0,6.53,-0.01,-0.38,-4.08,-0.27,-0.8,2.81,-0.1,-0.07,-481.23,1.176804542,2.058394161,1.391304348
0,1.08,-0.06,-0.15,-4.08,-0.1,0.97,1.48,-0.07,-0.48,-32.92,0.035439312,-0.13190125,-0.022222222
0,3.15,-0.11,-0.17,-4.08,-1.33,-1.11,0.01,-139.56,-0.51,-481.63,0.436553525,0,-0.3
0,2.93,-0.17,0.51,-4.08,-0.12,0.01,0.7,-0.17,-0.04,90.3,-0.056584153,0.251930733,0.191176471
0,2.31,-0.22,0.39,-4.08,-0.5,0.61,2.94,-0.17,-0.31,78.26,-0.327386352,-0.06640625,-0.094117647
0,2.48,-0.47,0.36,-4.08,-0.59,1.97,0.55,-1.07,-0.35,933.68,-0.198271065,0.179635938,-0.074534161
0,5.19,-0.85,-0.7,-4.08,-0.46,11.94,2.89,-0.16,-0.36,1887.16,-0.778797384,-0.343030428,0.166666667
0,2.38,-0.91,0.27,-4.08,-0.57,0.34,0.46,-1.25,-0.32,28.65,-0.111888668,0.017394742,-0.141176471
0,1.16,-0.05,0.15,-4.09,-0.31,0.4,1.12,-0.27,-0.71,231.62,-0.519379845,-0.407677477,-0.483606557
0,6.06,-0.07,-0.31,-4.09,-0.27,1.13,0.18,-1.44,-0.06,1255.84,-0.237900903,-0.698442175,-0.105263158
0,1.97,-0.98,0.45,-4.09,-1.39,0.51,0.13,-10.91,-0.95,17.38,-0.259373925,-0.731802638,-0.260869565
0,6.98,-1.09,0.73,-4.09,-0.99,0.01,0.16,-6.11,-0.15,78.88,-0.350168137,165,2.764705882
0,5.88,-1.63,0.04,-4.09,-1.03,-5.94,0.69,-1.5,-0.24,-476.12,0.379710994,4.853012048,0.75
0,3.36,-2.32,0.5,-4.09,-0.78,-40.57,0.87,-0.89,-0.37,-2121.71,-0.245960056,0.220510767,-0.063953488
0,2.69,-0.07,-1.04,-4.1,-0.12,-1.53,0.74,-0.16,-0.32,-386.06,-0.138448142,0.216923362,0
0,7.14,-0.08,0.67,-4.1,-0.14,0.09,0.36,-0.38,-0.02,193.59,0.509001261,-0.055147788,0.181818182
0,5.12,-0.08,0.45,-4.1,-0.31,0.07,0.81,-0.38,-0.07,321.69,-0.15108801,0.280932064,0.058823529
0,4.15,-0.09,0.78,-4.1,-0.1,0.09,0.5,-0.21,-0.04,146.34,-0.122160573,24.85915493,0.063492063
0,6.69,-0.59,0.01,-4.1,-0.32,0.68,0.39,-0.82,-0.06,1163.58,-0.090002484,2.54622281,0.4
0,4.88,-0.95,0.35,-4.1,-0.68,-1.53,0.04,-19.05,-0.38,-60.63,-0.310646394,-0.770064008,-0.228070175
0,0.88,-16.3,-0.8,-4.1,-1.17,0.9,0.16,-7.1,-171.58,1.57,-0.621235763,-0.567208672,-0.179487179
0,2.210746296,-0.668488938,0.526637258,-4.106775252,-0.792896731,0.42445328,0.346227802,-2.290101274,-0.497387603,36.61672795,-0.148511991,-0.071298544,0.021276596
0,2.06,-0.02,-0.22,-4.11,-0.05,6.1,0.62,-0.08,-0.22,81.08,-0.152173913,-0.249350649,-0.555555556
0,42.48,-0.06,-1.9,-4.11,-3.38,-1.89,0.16,-21.03,-0.09,-1813.98,0.352601156,4.380952381,-0.222222222
0,2.15,-0.11,-0.19,-4.11,-0.94,-2.84,3.29,-0.28,-1.52,-30.06,0.113402062,0.563268893,-0.222222222
0,17.66,-0.35,0.76,-4.11,-0.74,0.01,0.67,-1.1,-0.05,1067.41,2.174660755,0.350272387,0.243697479
0,3.36,-0.55,0.34,-4.11,-0.31,-1.73,2.52,-0.12,-0.37,-18.67,0.084809447,0.067576076,-0.203703704
0,2.82,-19.59,-2.25,-4.11,-3.08,-1.34,0.51,-6.03,-65.22,-1.59,-0.767464475,-0.488447764,-0.317073171
0,1.6,3.75,-0.89,-4.12,-0.08,-0.91,0.1,-0.76,41.61,-2.42,-0.079430611,-0.515880749,-0.025974026
0,1.85,-0.29,-0.56,-4.12,-0.64,0.02,0.2,-3.16,-1.91,245.84,-0.596620815,1.361075544,-0.5
0,2.38,-0.97,0.33,-4.12,-1.37,0.12,0.12,-11.5,-0.65,32.55,-0.376421923,25.65714286,0.404761905
0,2.53,-1.08,0.25,-4.12,-0.43,0.03,0.4,-1.06,-0.18,77.65,0.161346438,0.758462546,-0.289156627
0,14.87,-1.31,-0.15,-4.12,-1.05,2.29,1.3,-0.81,-0.09,-161.67,-0.321993671,0.060623391,-0.56122449
0,0.94,-0.3,-0.04,-4.13,-0.48,1.11,1.15,-0.42,-2.28,3.57,-0.305791506,-0.190252802,0.227272727
0,2.75,-0.59,0.55,-4.13,-0.5,-1.81,0.27,-1.89,-0.9,-436.53,-0.121986212,1.091749103,-0.181034483
0,9.24,-0.78,0.13,-4.13,-0.42,-1.18,0.65,-0.64,-0.07,-1259.45,-0.17545747,1.150336919,0.204724409
0,0.89,-1.68,0.77,-4.13,-0.71,0.03,0.2,-3.56,-0.99,49.04,-0.405984903,-0.23270236,0.049079755
0,2.2,-0.04,-0.19,-4.14,-0.34,0.19,0.32,-1.04,-0.19,673.19,-0.087258324,0.007327471,0
0,2.16,-0.04,0.08,-4.14,-0.77,0.48,1.09,-0.71,-0.51,223.38,-0.116721854,0.03597978,0
0,2.4,-0.05,0.33,-4.14,-0.18,0.1,1.43,-0.13,-0.02,149.39,0.061837264,0.017217839,0.016842105
0,1.02,-0.31,0.37,-4.14,-0.25,0.69,0.07,-3.31,-0.44,135.1,-0.214846589,-0.313278588,0.019230769
0,0.42,-0.42,0.13,-4.14,-0.23,0.02,0.33,-0.71,-1.41,2.35,-0.185852373,2.25057648,0.224489796
0,2.59,-0.43,-0.18,-4.14,-0.74,0.29,0.61,-1.21,-0.35,79.04,-0.189766971,-0.052375389,-0.15
0,2.29,-0.45,-1.69,-4.14,-3.8,-1.05,1.42,-2.67,-29.7,-39.63,-0.789739661,0,-0.788043478
0,1.5,-0.79,-0.16,-4.14,-0.3,0.48,0.47,-0.65,-0.71,34.25,1.348164031,0.076131416,0
0,1.87,-1.1,-0.24,-4.14,-0.78,-1.41,2.02,-0.39,-2.27,-246.65,-0.197907147,-0.30162223,-0.507014028
0,2.385273382,-3.956633849,-1.094315437,-4.149829907,-1.86091801,-0.52582254,3.267859784,-0.569460789,-10.5510236,-0.429497678,-0.703845929,-0.099612851,-0.010526316
0,3.43,-0.05,-0.77,-4.15,-0.76,-0.96,1.6,-0.48,-0.48,-185.57,-0.191242515,0.033223586,0
0,2.13,-0.05,0.01,-4.15,-0.33,31.79,0.1,-3.2,-0.15,8441.79,-0.377411446,-0.928997277,-0.83
0,2.15,-0.11,0.69,-4.15,-0.53,0.02,0.49,-1.09,-0.3,269.84,-0.327946098,-0.5509811,-0.3
0,4.7,-0.19,0.36,-4.15,-0.31,0.14,1.35,-0.23,-0.07,115.38,-0.287476751,-0.276186025,-0.350364964
0,0.98,-0.21,0.89,-4.15,-0.17,0.04,0.28,-0.62,-0.16,24.92,-0.106825253,-0.122198609,-0.215189873
0,3.47,-0.45,-0.24,-4.15,-0.65,4.75,3.08,-0.21,-0.53,670.69,-0.654448517,-0.374836942,-0.581395349
0,5.24,-1.37,0.39,-4.15,-1.18,0.16,0.09,-13.04,-0.3,199.92,0.153884069,0.063380282,0.076271186
0,10.35900245,-0.093121764,-0.337657784,-4.15112202,-0.51542777,1.207531381,0.001402525,-367.5,-0.049664941,347.2836239,0.795969773,0,0
0,2.75,-0.3,-0.35,-4.16,-0.8,0.16,0.28,-2.89,-0.66,399.24,-0.274984517,0.461127108,0.205128205
0,1.93,-0.32,0.44,-4.16,-0.3,0.22,1.5,-0.2,-0.22,32.24,-0.054938431,0.062302687,-0.142857143
0,3.33,-0.46,0.47,-4.16,-0.36,0.03,0.3,-1.18,-0.11,297.44,-0.188450346,197.7848101,-0.17699115
0,6.36,-1.36,0.3,-4.16,-1.21,-0.2,0.32,-3.79,-0.21,-212.4,-0.117091529,0.320066611,-0.02919708
0,5.64,0.06,0.64,-4.17,0.06,0.69,1.42,0.04,0.01,167.75,-0.157147281,-0.024059555,0.070539419
0,2.53,0.01,0.32,-4.17,0.15,-3.57,1.94,0.08,0.07,-37.55,-0.125941873,-0.089651196,-0.071428571
0,0.82,-0.01,0.04,-4.17,-0.37,0.18,1.95,-0.19,-0.31,104.31,-0.264688088,-0.390338288,-0.262086514
0,4.13,-0.04,-0.48,-4.17,-0.15,-1.72,3.18,-0.05,-0.13,-233.42,0.024614552,0.014819181,0.04494382
0,2.93,-0.09,0.27,-4.17,-0.2,0.38,0.43,-0.46,-0.03,188.18,-0.19132662,-0.502852567,-0.123595506
0,13.92,-0.2,-1.02,-4.17,-1.17,-0.14,5.14,-0.23,-0.08,-92.45,0.459425718,0.288903198,-0.814814815
0,19.55,-0.61,0.53,-4.17,-0.09,3.87,0.6,-0.14,-0.01,17302.53,-0.105480856,0.860000242,0.087606838
0,8.09,-1.3,0.36,-4.17,-0.78,0.29,0.65,-1.21,-0.11,694.87,-0.127217099,0.445241247,0.233333333
0,2.27,-1.57,0.11,-4.17,-0.35,2.53,0.06,-5.42,-0.51,-402.79,12.625,7.674242424,4.25
0,9.54,-2.93,0.48,-4.17,-1.61,0.11,0.12,-13.81,-0.17,251.27,-0.013628941,-0.268234356,0.147727273
0,0.66,0.09,0.03,-4.18,-0.15,0.36,0.32,-0.46,0.07,0.71,-0.071821561,0.011022815,-0.038461538
0,4.39,0.06,0.06,-4.18,0.33,0.08,1.02,0.33,0.08,128.09,5.151571165,2.448626653,0
0,1.03,-0.1,-0.17,-4.18,-0.07,8.7,0.1,-0.68,-1.63,15.16,-0.156790123,-0.813626642,0
0,4.75,-0.2,0.57,-4.18,-1.04,0.09,0.51,-2.06,-0.23,75.2,0.623312011,5.794117647,0.195121951
0,1.56,-0.2,0.26,-4.18,-0.16,0.15,0.25,-0.63,-0.09,12.25,0.401912702,-0.600649351,-0.090909091
0,2.29,-0.27,0.32,-4.18,-0.21,0.06,1.31,-0.16,-0.22,170.52,-0.407375589,-0.012603769,0.093922652
0,1.6,-0.3,-0.12,-4.18,-0.21,1.88,1.83,-0.11,-0.33,119.12,1.625270368,0.489754327,-0.06122449
0,1.94,-0.25,0.45,-4.19,-0.16,0.44,2.06,-0.08,-0.28,-8.37,-0.13147257,-0.103381829,-0.176470588
0,3.6,-0.27,0.08,-4.19,-0.15,0.83,2.3,-0.07,-0.23,-9.41,-0.074329138,-0.100185343,-0.233333333
0,1.29,-1.53,0.15,-4.19,-0.45,0.92,0.49,-0.92,-0.76,123.26,-0.379167592,-0.208816794,0.094292804
0,1.76,0.32,0.3,-4.2,0.1,0.38,0.61,0.17,0.12,53.27,1.993905959,0.642369152,0.773480663
0,1.76,0.11,0.03,-4.2,0.17,-4.92,1.7,0.1,0.17,-424.72,-0.131618382,0.082671169,0.1
0,9.18,-0.78,0.55,-4.2,-0.51,0.09,0.94,-0.54,-0.06,852.52,-0.120149409,0.309889072,0.125498008
0,2.06,-1.18,-1.62,-4.2,0.12,-0.79,0.2,0.63,-4.93,-3.35,0.069210316,-0.204640773,-0.3984375
0,1.36,0.55,0.34,-4.21,0.09,0.06,0.95,0.1,0.1,16.56,0.120516164,0.453032643,0.323809524
0,3.32,-0.11,-2.13,-4.21,-0.51,-0.57,0.27,-1.89,-1.99,-397.05,2.071871727,3.781539889,1.62745098
0,1.31,-0.19,0.39,-4.21,-0.12,0.7,0.72,-0.17,-0.18,23.2,-0.106591865,-0.094929808,0.034090909
0,7.7,-0.34,0.23,-4.21,-0.19,0.52,1.14,-0.17,-0.05,1070.31,-0.010631814,2.044665164,-0.313901345
0,1.97,-9.08,-1.33,-4.21,-1.25,-1.03,0.27,-4.69,-18.15,-8.66,-0.470215976,0.073587504,-0.247058824
0,1.86,-0.01,0.01,-4.22,-0.17,2.65,0.66,-0.26,-0.7,7113.58,-0.412992239,0.855339006,0.209302326
0,1.37,-0.1,0.09,-4.22,-0.05,0.9,3.25,-0.02,-0.14,18.06,-0.188083,-0.42530238,-0.098901099
0,5.06,-0.21,0.31,-4.22,-1.04,1.23,0.13,-8.29,-0.25,770.65,4.001740644,15.07777778,1.333333333
0,2.72,-0.74,0,-4.22,-0.52,0.04,0.01,-100.88,-0.45,52.34,13.02236025,-0.348314607,1
0,3.27,-0.92,0.67,-4.22,-1.19,0.03,0.19,-6.32,-0.43,17.7,0.816479401,-0.336438923,0
0,0.78,-5.17,-0.24,-4.22,-0.54,0.4,2.91,-0.18,-13.78,5.52,-0.751152833,-0.404421502,-0.784615385
0,0.87,0.15,0.31,-4.23,0.04,0.59,1.52,0.03,0.08,1.44,0.034684214,-0.072533604,0.241935484
0,2.75,-0.3,0.12,-4.23,-0.17,0.16,1.44,-0.12,-0.15,296.37,-0.223804081,-0.189037608,-0.198329854
0,4.81,-0.56,0.78,-4.23,-0.44,0.21,0.25,-1.78,-0.09,654.9,0.70551262,-0.060220782,0.222222222
0,1.44,-0.78,0.8,-4.23,-0.64,0.23,0.05,-13.67,-0.6,74.97,0.008866593,-0.63740057,0.081081081
0,12.5,-1.22,0.39,-4.23,-1.29,33.93,1.44,-0.9,-0.12,28104.62,1.135800294,0.05092091,-0.003484321
0,3.72,-3.07,0,-4.23,-0.55,-1.13,0.21,-2.68,-0.58,-229.85,-0.181070196,-0.442030559,-0.012594458
0,6.85,-0.09,0.57,-4.24,-0.65,0.1,0.3,-2.14,-0.09,178.34,0.243037009,-0.592546584,-0.25
0,4.46,-0.09,0.3,-4.24,-0.04,0.03,3.35,-0.01,-0.04,162.08,-0.025382399,0.649545811,0.1
